window_idx,window_start_s,bytes_read_per_sec,bytes_written_per_sec,rw_volume_ratio,file_deletion_rate,file_rename_rate,target_extension_velocity,seq_vs_random_disk_ratio,urandom_bytes_per_sec,mmap_brk_rate,mprotect_rate,futex_rate,net_packet_rate,net_byte_volume,unique_dest_ip_rate,dns_query_rate,connection_failure_rate,child_spawn_rate,execve_rate,syscall_sequence_entropy,io_burstiness_std,dir_ops,drop_rate,ransom_note_hits,library_call_rate_openssl,vmrss_kb,mean_file_entropy,time_to_first_encryption_s,encryption_slope,file_entropy_delta
0.0,0.0,765440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415027425.0,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
0.6161616161616162,0.06161616161616162,780819.3939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239695895.8181818,1322.828282828283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838383838383838,2.644813131313131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
1.2323232323232323,0.12323232323232325,3825219.7979797986,8108.08080808081,92.21915050505054,0.0,0.0,2.3232323232323235,6.9696969696969715,0.0,257730137.8585859,1528.888888888889,964.1414141414143,0.0,0.0,0.0,0.0,0.0,30.202020202020208,0.0,2.5129747474747473,382.2186000000001,4.646464646464647,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
1.8484848484848484,0.18484848484848485,11874089.696969697,29612.121212121212,336.80037575757575,0.0,0.0,8.484848484848484,25.454545454545453,0.0,595238262.7878788,1393.3333333333333,3521.212121212121,0.0,0.0,0.0,0.0,0.0,110.3030303030303,0.0,2.1461121212121212,1395.9288000000001,16.96969696969697,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
2.464646464646465,0.2464646464646465,12769151.11111111,18683.838383838378,212.50499898989892,0.0,0.0,5.353535353535352,16.060606060606055,0.0,365164606.06060594,732.7272727272725,2941.9191919191912,0.0,0.0,0.0,0.0,0.0,69.59595959595957,0.0,1.2827282828282824,1582.9449818181818,10.707070707070704,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
3.0808080808080813,0.3080808080808081,11333818.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4447842.262626262,9.191919191919188,1478.0808080808076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859121212121212,1501.9040535353536,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
3.696969696969697,0.3696969696969697,9914181.818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4382223.515151516,3.03030303030303,929.6969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3402545454545455,1430.9134242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
4.313131313131313,0.43131313131313137,6330181.818181815,820854.9494949506,0.0,0.0,0.0,0.0,0.0,0.0,2987845.8181818165,0.0,606.7676767676767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823222222222222,33686.52079393943,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
4.929292929292929,0.49292929292929294,651636.3636363635,2436085.656565657,0.0,0.0,0.0,0.0,0.0,0.0,307572.36363636365,0.0,502.020202020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125111111111111,97225.93267878787,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
5.545454545454546,0.5545454545454546,2513454.5454545454,1191563.6363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129,104517.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.2441,9221.7789,0.0
