window_idx,window_start_s,bytes_read_per_sec,bytes_written_per_sec,rw_volume_ratio,file_deletion_rate,file_rename_rate,target_extension_velocity,seq_vs_random_disk_ratio,urandom_bytes_per_sec,mmap_brk_rate,mprotect_rate,futex_rate,net_packet_rate,net_byte_volume,unique_dest_ip_rate,dns_query_rate,connection_failure_rate,child_spawn_rate,execve_rate,syscall_sequence_entropy,io_burstiness_std,dir_ops,drop_rate,ransom_note_hits,library_call_rate_openssl,vmrss_kb,mean_file_entropy,time_to_first_encryption_s,encryption_slope,file_entropy_delta
236,23.6,1121210,113950,9.8395,60,0,50,0,0,171236245,920,0,0,0,0,0,0,110,110,4.1437,12915.9941,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
244,24.4,2787350,463340,6.0158,140,0,140,0,0,415840110,2280,0,0,0,0,0,0,280,290,4.1533,7738.3292,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
253,25.3,2351100,343870,6.8372,120,0,120,0,0,357437148,1960,0,0,0,0,0,0,250,250,4.1547,11546.4104,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
262,26.2,1721850,198890,8.6573,100,0,90,0,0,270214465,1480,0,0,0,0,0,0,180,190,4.1495,9867.9796,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
271,27.1,1204570,205660,5.8571,60,0,60,0,0,188508178,970,0,0,0,0,0,0,120,120,4.1603,13943.9418,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
279,27.9,2516440,342170,7.3544,130,0,120,0,0,379586519,2080,0,0,0,0,0,0,250,260,4.1581,6036.9169,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
288,28.8,2362810,191480,12.3397,120,0,130,0,0,357409521,1960,0,0,0,0,0,0,250,250,4.1644,10296.9508,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
297,29.7,2100330,251310,8.3575,110,0,110,0,0,321188404,1760,0,0,0,0,0,0,220,220,4.1653,7157.2307,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
306,30.6,1849180,156840,11.7902,100,0,90,0,0,288040289,1580,0,0,0,0,0,0,190,190,4.1599,11167.1991,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
314,31.4,2892800,391540,7.3883,150,0,140,0,0,430935194,2360,0,0,0,0,0,0,290,290,4.161,8457.9263,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
323,32.3,2835810,416300,6.8119,140,0,150,0,0,412665639,2240,0,0,0,0,0,0,290,290,4.1668,8390.7814,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
